ip,app,device,os,channel,click_time,attributed_time,is_attributed
257284,12,1,13,178,2017-11-08 10:59:34,,0
103221,2,1,1,452,2017-11-07 09:48:52,,0
248816,2,1,19,205,2017-11-07 22:29:16,,0
199039,18,2,97,376,2017-11-07 06:32:03,,0
162039,11,1,13,325,2017-11-07 00:20:31,,0
119285,24,2,32,105,2017-11-08 22:49:18,,0
14230,3,1,17,280,2017-11-09 05:09:21,,0
120583,18,1,13,439,2017-11-07 05:16:41,,0
44304,3,1,10,280,2017-11-08 04:46:22,,0
161814,7,1,17,101,2017-11-07 10:39:31,,0
106362,3,1,19,280,2017-11-07 11:11:15,,0
33976,24,1,22,178,2017-11-07 10:11:37,,0
60293,14,1,15,480,2017-11-09 04:31:52,,0
80446,3,1,19,424,2017-11-07 13:12:19,,0
47906,3,1,19,135,2017-11-09 03:03:28,,0
72986,3,1,7,182,2017-11-09 09:39:34,,0
55979,18,1,19,107,2017-11-09 03:59:56,,0
116094,15,1,19,245,2017-11-07 13:10:21,,0
55549,18,1,8,121,2017-11-08 13:59:12,,0
7699,9,1,13,244,2017-11-08 02:21:09,,0
60344,28,1,18,135,2017-11-07 01:11:39,,0
121014,3,1,18,137,2017-11-09 14:37:37,,0
122101,15,1,25,130,2017-11-06 23:24:31,,0
114636,12,1,17,105,2017-11-09 12:37:56,,0
34393,2,1,10,237,2017-11-08 00:48:52,,0
74278,12,1,22,340,2017-11-09 11:34:42,,0
74924,13,1,19,400,2017-11-06 20:00:46,,0
78990,3,1,3,280,2017-11-08 05:29:26,,0
34897,12,1,53,328,2017-11-09 06:38:11,,0
5729,15,1,19,153,2017-11-07 15:15:39,,0
126335,12,1,25,265,2017-11-08 12:43:25,,0
39474,2,1,1,435,2017-11-07 02:51:56,,0
102490,18,1,12,107,2017-11-07 21:28:32,,0
283149,3,1,19,424,2017-11-08 22:55:48,,0
93054,3,1,12,153,2017-11-08 09:29:35,,0
139449,26,1,13,266,2017-11-07 22:15:49,,0
71790,2,1,8,452,2017-11-07 13:33:30,,0
67261,2,1,8,377,2017-11-07 08:05:51,,0
58804,2,1,19,219,2017-11-09 09:52:40,,0
4405,9,1,19,258,2017-11-08 14:10:37,,0
78416,15,1,13,245,2017-11-08 23:22:24,,0
75634,3,1,41,280,2017-11-08 14:27:25,,0
7141,12,1,23,265,2017-11-08 15:42:28,,0
41273,17,1,10,280,2017-11-08 05:07:23,,0
45265,3,1,26,489,2017-11-09 10:56:29,,0
45599,20,1,19,259,2017-11-07 16:02:30,,0
5328,11,1,13,137,2017-11-09 06:05:01,,0
37813,3,1,14,409,2017-11-06 18:30:21,,0
88138,3,1,19,115,2017-11-07 13:17:29,,0
110209,26,1,1,121,2017-11-07 05:26:30,,0
127505,2,1,18,237,2017-11-07 10:53:58,,0
90397,12,1,18,178,2017-11-09 10:01:20,,0
5314,23,1,13,153,2017-11-08 13:28:06,,0
15630,13,1,17,400,2017-11-07 03:39:58,,0
20240,15,1,10,245,2017-11-08 10:39:56,,0
154353,12,1,19,259,2017-11-07 01:06:28,,0
8566,3,1,13,442,2017-11-09 08:26:26,,0
46923,9,1,22,215,2017-11-06 23:59:54,,0
116472,6,1,13,125,2017-11-08 08:39:06,,0
41229,12,1,19,245,2017-11-08 03:52:10,,0
20411,7,1,2,101,2017-11-09 10:49:34,,0
41963,12,1,17,178,2017-11-07 06:30:35,,0
189851,13,1,13,477,2017-11-09 09:41:23,,0
66629,18,1,13,134,2017-11-07 02:30:16,,0
84888,14,1,13,489,2017-11-06 22:15:15,,0
69365,9,1,25,134,2017-11-07 01:24:09,,0
7435,3,1,19,280,2017-11-08 06:12:51,,0
26814,2,1,25,219,2017-11-07 13:29:49,,0
26782,3,1,13,280,2017-11-07 03:40:52,,0
13634,9,2,19,448,2017-11-09 13:21:23,,0
83309,18,1,13,121,2017-11-07 22:21:09,,0
85489,17,1,13,280,2017-11-07 02:20:39,,0
171440,3,1,19,115,2017-11-07 11:54:25,,0
106437,2,1,8,219,2017-11-08 08:37:54,,0
37774,2,1,13,477,2017-11-08 05:56:49,,0
69452,12,1,13,328,2017-11-08 10:25:50,,0
17380,24,1,12,178,2017-11-09 05:11:03,,0
95766,3,1,13,452,2017-11-09 05:51:50,,0
151624,7,1,13,101,2017-11-07 10:17:58,,0
58760,23,1,13,153,2017-11-08 04:25:38,,0
157731,15,1,9,245,2017-11-08 08:15:28,,0
186763,3,1,16,280,2017-11-08 03:24:45,,0
118367,14,1,25,489,2017-11-07 06:10:43,,0
84896,26,1,19,477,2017-11-09 13:30:40,,0
254536,3,1,37,130,2017-11-09 02:50:45,,0
59343,28,1,19,135,2017-11-07 13:16:07,,0
12607,18,1,47,134,2017-11-09 14:28:09,,0
88281,18,1,35,134,2017-11-09 05:37:32,,0
6627,18,1,13,134,2017-11-08 08:47:46,,0
101456,3,1,6,280,2017-11-08 02:20:12,,0
85782,2,1,1,435,2017-11-08 13:01:52,,0
75628,2,1,22,219,2017-11-07 12:17:33,,0
29330,18,1,15,134,2017-11-08 23:52:08,,0
111324,11,1,9,173,2017-11-08 07:13:23,,0
184271,1,1,13,153,2017-11-07 03:29:18,,0
13034,3,2,9,137,2017-11-09 01:43:52,,0
71863,15,1,19,153,2017-11-09 03:38:33,,0
72361,9,1,15,466,2017-11-09 10:40:40,,0
42197,15,1,19,386,2017-11-08 05:01:25,,0
112394,7,1,19,101,2017-11-07 10:45:25,,0
78243,14,1,19,489,2017-11-07 05:19:24,,0
247074,15,1,18,379,2017-11-08 07:32:30,,0
210946,2,1,13,477,2017-11-07 06:40:20,,0
78214,9,1,19,134,2017-11-07 00:47:46,,0
118315,2,1,19,205,2017-11-07 19:08:20,,0
54167,9,1,19,466,2017-11-08 08:28:33,,0
21925,12,1,20,245,2017-11-07 15:37:59,,0
59667,9,1,13,466,2017-11-08 06:35:41,,0
119758,9,1,18,127,2017-11-09 14:17:32,,0
108721,8,1,1,145,2017-11-06 16:01:21,,0
76919,3,2,9,402,2017-11-09 00:27:46,,0
98748,11,1,47,21,2017-11-07 07:51:47,,0
121176,9,1,18,334,2017-11-06 23:08:51,,0
8246,18,1,19,121,2017-11-09 15:02:15,,0
27086,9,1,13,134,2017-11-07 16:19:03,,0
93263,2,1,49,205,2017-11-09 07:21:51,,0
47827,26,1,19,477,2017-11-09 04:33:36,,0
81429,18,1,13,134,2017-11-07 09:32:11,,0
56411,12,1,19,178,2017-11-07 06:06:15,,0
114878,2,1,6,205,2017-11-09 12:04:51,,0
16202,3,1,13,379,2017-11-07 12:31:48,,0
4295,15,1,17,265,2017-11-07 11:29:07,,0
105792,3,1,19,280,2017-11-07 09:29:46,,0
5314,110,3543,748,347,2017-11-08 11:50:03,,0
249189,3,1,17,489,2017-11-08 05:19:51,,0
95766,2,2,20,258,2017-11-08 11:43:36,,0
112086,3,1,22,402,2017-11-09 11:36:33,,0
119798,15,1,28,245,2017-11-08 07:33:06,,0
121039,15,1,6,130,2017-11-07 16:55:47,,0
138868,14,1,19,134,2017-11-09 14:06:19,,0
32238,1,1,19,153,2017-11-09 15:10:54,,0
106939,20,1,47,259,2017-11-07 11:33:56,,0
50522,3,1,17,489,2017-11-08 07:35:11,,0
84896,3,1,19,280,2017-11-08 03:09:34,,0
35008,18,3032,607,107,2017-11-07 08:29:03,,0
25095,15,1,13,153,2017-11-08 12:44:57,,0
85329,18,1,53,439,2017-11-08 22:16:32,,0
102913,6,1,14,459,2017-11-08 09:09:03,,0
148222,3,1,19,280,2017-11-07 05:04:10,,0
29290,3,1,19,452,2017-11-08 16:51:35,,0
92244,3,1,13,280,2017-11-09 02:14:45,,0
195051,14,1,30,371,2017-11-09 13:31:37,,0
48733,3,1,10,280,2017-11-09 02:59:12,,0
92767,2,1,6,435,2017-11-07 07:24:11,,0
77361,12,1,18,178,2017-11-08 00:11:37,,0
37360,12,1,19,205,2017-11-08 10:25:21,,0
2095,2,1,15,435,2017-11-07 06:57:02,,0
118146,18,1,19,121,2017-11-08 14:17:11,,0
110471,23,1,10,153,2017-11-08 02:09:56,,0
29646,21,1,13,128,2017-11-08 11:01:09,,0
33808,3,1,13,280,2017-11-08 23:13:50,,0
42479,11,1,19,173,2017-11-08 11:50:04,,0
67197,9,1,19,215,2017-11-07 12:55:33,,0
17149,1,1,10,178,2017-11-07 00:48:55,,0
90818,23,1,13,153,2017-11-09 04:27:40,,0
350924,101,1,19,21,2017-11-09 02:11:35,,0
207942,12,1,13,245,2017-11-07 13:28:16,,0
97479,1,1,14,153,2017-11-09 05:25:37,,0
99523,2,1,23,236,2017-11-08 17:17:18,,0
212467,2,1,10,237,2017-11-08 02:39:33,,0
52798,15,1,10,430,2017-11-07 15:19:43,,0
123843,18,1,13,134,2017-11-09 00:57:46,,0
119597,3,1,22,280,2017-11-08 09:24:19,,0
88255,9,1,18,215,2017-11-08 14:39:18,,0
91584,14,1,8,379,2017-11-08 15:06:44,,0
37948,2,1,12,377,2017-11-07 05:45:54,,0
77572,18,1,10,107,2017-11-09 03:32:02,,0
30093,3,1,13,137,2017-11-07 12:56:55,,0
31784,3,1,19,137,2017-11-07 07:26:33,,0
81959,17,1,41,128,2017-11-09 15:11:05,,0
49608,3,1,13,280,2017-11-08 14:48:30,,0
102206,9,2,9,244,2017-11-07 12:44:49,,0
87485,3,1,18,280,2017-11-08 12:34:59,,0
1600,12,1,17,178,2017-11-08 11:18:10,,0
93263,21,2,19,232,2017-11-09 11:32:06,,0
126751,9,1,19,466,2017-11-09 05:52:26,,0
12031,14,2,4,467,2017-11-09 12:42:33,,0
174818,12,1,41,340,2017-11-08 03:04:16,,0
112394,32,1,13,376,2017-11-07 07:37:22,,0
72951,3,1,35,280,2017-11-09 12:34:28,,0
33908,2,1,6,435,2017-11-08 10:26:51,,0
52722,3,1,19,280,2017-11-08 08:54:03,,0
42177,9,1,19,127,2017-11-09 04:10:07,,0
22866,15,1,13,245,2017-11-08 13:37:16,,0
2052,3,1,19,480,2017-11-09 11:52:39,,0
123984,3,1,8,205,2017-11-08 08:36:36,,0
5348,8,1,6,145,2017-11-07 16:15:36,,0
68651,12,1,19,259,2017-11-09 14:45:18,,0
44222,2,1,10,237,2017-11-08 01:48:35,,0
53964,9,1,13,215,2017-11-09 14:12:18,,0
39688,2,1,13,122,2017-11-08 13:23:49,,0
109055,18,3032,607,107,2017-11-07 03:32:56,,0
7021,26,1,13,477,2017-11-08 15:20:18,,0
246712,1,1,12,439,2017-11-08 07:54:05,,0
24726,2,1,19,477,2017-11-07 03:17:31,,0
23626,12,1,8,328,2017-11-08 00:44:11,,0
77335,28,1,19,135,2017-11-06 17:36:10,,0
259494,15,1,19,430,2017-11-08 06:07:29,,0
11865,18,2,13,107,2017-11-08 19:33:44,,0
171385,15,1,20,278,2017-11-09 05:46:10,,0
108060,14,1,10,463,2017-11-07 13:04:05,,0
26246,12,1,19,245,2017-11-08 00:26:31,,0
86977,23,1,16,153,2017-11-07 18:28:56,,0
92396,3,1,13,280,2017-11-08 00:09:07,,0
182243,15,1,19,430,2017-11-09 10:05:57,,0
177824,18,1,18,134,2017-11-07 14:45:30,,0
124883,15,2,18,245,2017-11-07 06:24:57,,0
19919,2,1,13,435,2017-11-08 22:40:13,,0
195889,3,1,13,379,2017-11-09 04:19:15,,0
80080,15,1,17,386,2017-11-09 11:00:53,,0
96442,23,1,19,153,2017-11-07 00:25:40,,0
82012,12,1,13,328,2017-11-09 00:45:45,,0
181911,3,1,10,280,2017-11-07 01:02:32,,0
27264,2,1,19,237,2017-11-08 14:43:22,,0
288548,21,1,12,128,2017-11-09 02:27:41,,0
75670,12,1,19,178,2017-11-07 13:28:12,,0
18955,3,1,19,115,2017-11-09 12:48:35,,0
201285,15,1,11,111,2017-11-07 11:04:49,,0
38300,9,1,13,466,2017-11-09 13:35:50,,0
37774,21,2,70,128,2017-11-08 14:37:08,,0
124166,3,1,15,280,2017-11-07 07:18:39,,0
82427,7,1,13,101,2017-11-09 06:04:50,,0
112585,18,1,19,121,2017-11-07 06:13:04,,0
177386,11,1,19,325,2017-11-07 00:08:13,,0
31337,3,1,19,211,2017-11-07 06:55:51,,0
26995,14,1,2,379,2017-11-08 10:57:44,,0
15572,3,1,19,137,2017-11-09 08:10:40,,0
1457,12,1,22,265,2017-11-08 10:41:43,,0
32392,18,1,13,134,2017-11-07 04:05:57,,0
38673,3,1,19,280,2017-11-09 03:17:08,,0
139786,12,1,3,219,2017-11-09 10:08:01,,0
5348,13,1,47,477,2017-11-08 15:04:02,,0
118123,18,1,13,107,2017-11-09 13:05:54,,0
352184,3,1,30,173,2017-11-09 10:45:28,,0
78646,12,1,8,328,2017-11-07 07:21:07,,0
17105,12,1,25,178,2017-11-08 09:47:00,,0
5147,8,1,16,145,2017-11-09 09:08:48,,0
147249,12,1,22,178,2017-11-07 09:45:11,,0
40022,18,1,37,121,2017-11-09 00:59:30,,0
37776,11,1,13,173,2017-11-09 09:13:59,,0
61168,3,1,19,452,2017-11-08 12:30:13,,0
110450,3,1,19,280,2017-11-08 09:26:58,,0
34104,14,1,35,439,2017-11-08 04:21:15,,0
97203,12,1,10,481,2017-11-08 09:22:39,,0
86977,11,1,8,481,2017-11-08 09:35:10,,0
89159,15,1,19,111,2017-11-09 10:26:50,,0
7210,8,1,8,145,2017-11-08 15:51:01,,0
43793,15,2,19,245,2017-11-09 07:08:31,,0
43078,15,1,19,265,2017-11-07 02:40:05,,0
63283,2,1,3,237,2017-11-09 03:35:38,,0
23533,11,1,1,469,2017-11-09 07:29:54,,0
94594,18,3032,607,107,2017-11-07 06:26:21,,0
153794,9,1,22,442,2017-11-06 22:41:03,,0
154600,2,1,17,219,2017-11-07 04:38:12,,0
84896,13,1,12,477,2017-11-08 17:11:01,,0
108341,2,1,35,205,2017-11-09 09:19:55,,0
21734,21,1,19,128,2017-11-08 03:41:15,,0
172858,8,1,13,145,2017-11-08 16:38:01,,0
78420,12,1,13,245,2017-11-09 01:12:56,,0
185447,15,1,19,245,2017-11-07 15:44:39,,0
125396,3,1,17,317,2017-11-08 07:01:44,,0
132728,12,1,13,140,2017-11-09 07:00:09,,0
76749,3,1,25,280,2017-11-08 16:10:21,,0
8645,18,1,19,134,2017-11-08 09:24:13,,0
8185,9,1,13,489,2017-11-07 10:34:57,,0
2876,3,1,19,19,2017-11-06 23:33:41,,0
92735,3,1,19,205,2017-11-07 14:59:15,,0
165541,6,1,7,125,2017-11-09 02:57:09,,0
81514,12,2,13,265,2017-11-07 11:46:01,,0
106460,14,1,13,467,2017-11-09 02:49:21,,0
180086,3,1,19,211,2017-11-09 11:37:02,,0
78719,12,1,10,328,2017-11-07 19:09:29,,0
5348,13,2,4,400,2017-11-07 17:30:42,,0
124608,9,1,19,466,2017-11-08 07:54:37,,0
99856,3,1,13,280,2017-11-09 00:12:51,,0
44067,23,1,13,153,2017-11-07 12:42:04,,0
86965,15,1,12,412,2017-11-08 14:53:25,,0
63101,2,1,19,469,2017-11-07 11:41:25,,0
34631,18,1,17,121,2017-11-08 23:20:34,,0
66000,12,1,35,242,2017-11-09 14:20:46,,0
63790,9,1,10,450,2017-11-09 14:18:25,,0
178771,9,1,13,134,2017-11-08 16:41:38,,0
95631,11,1,13,319,2017-11-07 03:19:32,,0
7448,3,1,13,280,2017-11-07 05:38:56,,0
205700,3,1,13,280,2017-11-09 02:40:08,,0
30196,3,1,17,417,2017-11-08 23:44:29,,0
106159,9,1,18,244,2017-11-07 05:07:34,,0
61315,1,1,16,125,2017-11-07 08:30:33,,0
36183,2,1,20,205,2017-11-08 11:19:25,,0
132728,8,1,25,140,2017-11-09 08:45:48,,0
91740,3,1,20,480,2017-11-09 14:40:22,,0
22220,2,1,6,435,2017-11-07 11:29:50,,0
145896,9,1,19,466,2017-11-08 14:21:38,,0
102800,15,1,9,245,2017-11-08 23:10:10,,0
95891,14,1,13,379,2017-11-07 05:25:09,,0
112498,2,1,3,477,2017-11-08 04:03:35,,0
48653,2,1,14,237,2017-11-08 06:33:44,,0
109264,64,1,19,459,2017-11-07 02:17:06,,0
167637,17,1,23,128,2017-11-09 15:02:12,,0
78025,12,1,8,178,2017-11-08 02:43:24,,0
17814,2,1,19,122,2017-11-08 03:15:42,,0
97018,2,1,13,435,2017-11-08 04:54:59,,0
263656,9,2,13,445,2017-11-07 20:38:52,,0
118894,11,1,37,469,2017-11-08 15:43:42,,0
173141,3,1,13,489,2017-11-08 03:43:04,,0
120600,3,1,13,173,2017-11-07 09:18:27,,0
94245,15,1,19,315,2017-11-09 08:15:49,,0
118458,1,1,8,178,2017-11-07 03:51:56,,0
77391,3,1,10,424,2017-11-07 15:06:36,,0
201588,15,1,19,245,2017-11-07 15:17:31,,0
115729,12,1,13,140,2017-11-07 07:18:28,,0
71219,15,1,19,386,2017-11-08 06:29:20,,0
37233,6,1,19,459,2017-11-07 09:30:34,,0
102235,9,1,19,334,2017-11-09 10:56:03,,0
13920,18,1,13,121,2017-11-07 06:39:32,,0
42677,18,1,20,107,2017-11-09 14:12:19,,0
118474,18,1,19,439,2017-11-08 08:26:01,,0
13703,15,1,19,130,2017-11-07 12:42:21,,0
115947,3,1,22,280,2017-11-09 01:20:32,,0
53454,88,3543,748,347,2017-11-08 15:08:00,,0
145771,14,1,17,134,2017-11-08 15:11:30,,0
116098,14,1,17,134,2017-11-08 04:11:51,,0
102025,12,1,13,245,2017-11-08 23:40:56,,0
136890,2,1,13,452,2017-11-07 01:28:37,,0
38227,9,1,19,442,2017-11-09 04:03:36,,0
123596,2,1,9,236,2017-11-09 11:35:25,,0
25095,3,1,19,115,2017-11-09 04:41:20,,0
105679,13,1,37,477,2017-11-08 02:11:59,,0
43827,9,1,13,134,2017-11-07 22:40:40,,0
22268,3,1,22,30,2017-11-08 03:01:37,,0
45560,3,1,13,280,2017-11-07 06:12:47,,0
187854,13,1,22,477,2017-11-07 09:53:23,,0
4709,15,1,27,111,2017-11-08 03:02:50,,0
206243,8,1,16,145,2017-11-07 03:08:21,,0
13791,8,1,35,145,2017-11-09 06:24:40,,0
128564,3,1,25,280,2017-11-07 02:39:12,,0
120962,1,1,13,134,2017-11-06 23:07:13,,0
3513,3,1,20,424,2017-11-08 16:36:59,,0
86198,3,1,13,280,2017-11-09 00:25:27,,0
109815,6,1,31,459,2017-11-07 06:44:35,,0
82397,18,1,18,121,2017-11-07 13:15:18,,0
84902,3,1,13,280,2017-11-08 13:18:59,,0
12129,19,0,76,213,2017-11-07 09:08:19,,0
55722,1,1,22,134,2017-11-09 12:09:49,,0
73487,3,2,15,153,2017-11-07 04:09:12,,0
41045,12,1,6,178,2017-11-08 05:23:50,,0
222159,2,1,19,435,2017-11-08 05:15:10,,0
105475,2,1,19,435,2017-11-09 14:27:47,,0
49407,12,1,19,328,2017-11-08 05:01:21,,0
25394,3,1,9,280,2017-11-08 10:10:26,,0
100275,15,1,13,3,2017-11-06 23:23:59,,0
24966,8,1,41,145,2017-11-09 09:47:58,,0
37001,3,1,19,317,2017-11-08 08:51:02,,0
90349,9,1,13,215,2017-11-08 03:31:43,,0
114235,2,1,13,452,2017-11-07 16:00:58,,0
209309,25,1,22,259,2017-11-07 00:44:25,,0
99150,3,1,13,280,2017-11-08 10:54:02,,0
151150,12,1,22,178,2017-11-07 01:56:42,,0
33740,150,1,13,110,2017-11-08 05:40:25,,0
113723,3,1,32,137,2017-11-07 05:29:49,,0
60752,17,1,19,280,2017-11-08 00:57:24,,0
26995,3,2,19,280,2017-11-08 13:49:10,,0
97329,9,1,19,334,2017-11-07 11:00:13,,0
197275,9,1,13,127,2017-11-09 12:21:13,,0
52003,3,1,13,173,2017-11-09 10:27:49,,0
120440,8,1,17,145,2017-11-09 04:06:55,,0
70289,9,1,31,244,2017-11-09 09:16:18,,0
3994,13,1,13,477,2017-11-09 04:10:28,,0
47936,2,1,13,477,2017-11-06 17:39:47,,0
132521,3,1,10,280,2017-11-08 16:48:37,,0
5147,23,1,18,153,2017-11-08 14:48:14,,0
93587,7,2,8,101,2017-11-07 10:50:06,,0
68845,1,1,2,439,2017-11-09 09:20:55,,0
161606,12,1,19,259,2017-11-08 13:57:35,,0
48212,3,1,25,280,2017-11-09 14:28:12,,0
18544,2,1,13,237,2017-11-08 16:21:34,,0
29720,11,1,9,122,2017-11-07 03:03:39,,0
120709,18,1,19,107,2017-11-09 05:37:06,,0
3066,3,1,19,280,2017-11-08 02:34:58,,0
188186,3,1,19,130,2017-11-09 15:27:25,,0
125897,26,1,13,121,2017-11-08 06:18:20,,0
30624,15,1,19,245,2017-11-08 01:39:34,,0
81514,7,2,19,101,2017-11-09 10:39:27,,0
46595,9,1,18,466,2017-11-09 12:25:37,,0
34980,12,1,23,259,2017-11-07 23:18:52,,0
32613,26,1,1,477,2017-11-08 10:06:38,,0
95931,12,1,10,19,2017-11-07 16:08:19,,0
98013,3,1,19,280,2017-11-08 07:32:30,,0
72287,9,1,13,466,2017-11-08 19:15:34,,0
114795,15,1,13,265,2017-11-07 10:33:54,,0
317123,64,1,13,459,2017-11-08 16:06:15,,0
5314,15,1,18,386,2017-11-09 04:25:13,,0
48418,151,0,24,347,2017-11-08 14:51:59,,0
210702,64,1,20,459,2017-11-08 10:01:15,,0
89489,3,1,37,205,2017-11-09 02:48:16,,0
291270,27,1,19,153,2017-11-09 03:01:15,,0
103839,2,1,22,122,2017-11-09 01:21:19,,0
8538,15,1,13,386,2017-11-07 01:36:58,,0
121303,151,0,38,347,2017-11-08 13:54:57,,0
307215,7,1,13,101,2017-11-09 02:35:33,,0
116161,9,1,19,334,2017-11-07 22:29:36,,0
65746,9,1,13,232,2017-11-09 14:06:57,,0
14872,12,1,19,259,2017-11-08 04:24:13,,0
74442,14,1,22,480,2017-11-06 19:22:48,,0
178338,18,1,13,439,2017-11-07 08:58:54,,0
131885,3,1,19,442,2017-11-07 06:12:00,,0
71063,2,1,10,377,2017-11-09 04:14:05,,0
117089,3,1,13,424,2017-11-08 04:34:50,,0
105560,3,1,27,409,2017-11-08 13:49:23,,0
169775,12,1,19,178,2017-11-07 05:39:27,,0
90469,2,1,14,122,2017-11-09 06:13:50,,0
70564,26,1,19,266,2017-11-07 14:48:45,,0
85980,3,1,1,205,2017-11-08 17:48:59,,0
49608,2,1,2,452,2017-11-08 08:50:15,,0
48212,7,1,19,101,2017-11-09 12:31:23,,0
19893,18,1,13,107,2017-11-09 01:53:17,,0
76379,14,1,14,134,2017-11-09 05:40:43,,0
3472,3,1,32,280,2017-11-09 03:30:33,,0
183938,11,1,13,469,2017-11-07 03:10:03,,0
97883,15,1,19,480,2017-11-07 17:24:10,,0
190738,3,1,13,211,2017-11-08 15:50:35,,0
114220,3,1,17,280,2017-11-08 00:27:00,,0
66361,15,1,19,153,2017-11-06 23:36:57,,0
76989,3,1,19,280,2017-11-09 05:39:09,,0
144738,18,1,1,121,2017-11-09 01:10:49,,0
158312,18,1,13,121,2017-11-07 16:14:04,,0
178873,2,1,19,205,2017-11-07 07:13:06,,0
95737,12,1,18,178,2017-11-08 00:36:31,,0
180419,9,1,19,258,2017-11-07 15:59:22,,0
17930,12,1,10,245,2017-11-07 14:30:42,,0
49407,9,1,19,445,2017-11-07 04:37:09,,0
122002,2,1,9,469,2017-11-08 00:19:47,,0
75858,11,1,19,319,2017-11-07 09:52:17,,0
115525,1,1,19,137,2017-11-08 23:24:43,,0
12389,3,1,8,280,2017-11-08 07:44:56,,0
124765,2,1,6,212,2017-11-07 19:36:17,,0
16236,8,1,13,259,2017-11-07 04:49:50,,0
14130,3,1,19,280,2017-11-09 04:12:15,,0
42177,9,1,19,334,2017-11-08 09:23:39,,0
190177,24,1,53,105,2017-11-06 22:38:20,,0
61048,12,1,18,328,2017-11-08 14:20:30,,0
14112,2,1,23,401,2017-11-07 13:57:01,,0
144056,3,1,11,489,2017-11-08 02:20:30,,0
95818,14,1,28,463,2017-11-09 01:28:10,,0
282534,15,1,19,480,2017-11-08 01:22:58,,0
98556,2,1,13,477,2017-11-06 18:34:16,,0
52052,12,1,12,19,2017-11-07 14:05:01,,0
99799,18,1,41,107,2017-11-07 06:41:46,,0
26577,14,1,19,439,2017-11-07 08:04:16,,0
125141,2,1,19,477,2017-11-08 17:50:01,,0
282886,1,1,22,134,2017-11-08 14:24:49,,0
14792,3,1,30,424,2017-11-08 06:36:31,,0
80193,12,1,22,328,2017-11-09 13:47:41,,0
48754,3,1,31,280,2017-11-08 01:00:37,,0
114795,9,1,9,244,2017-11-07 06:09:25,,0
176726,14,1,6,463,2017-11-07 15:05:13,,0
34632,3,1,25,115,2017-11-07 10:33:51,,0
178084,9,1,19,334,2017-11-09 07:46:24,,0
31061,2,2,22,364,2017-11-07 18:27:35,,0
49129,14,1,18,401,2017-11-07 17:38:54,,0
45275,2,1,28,237,2017-11-09 03:28:15,,0
104039,3,1,13,379,2017-11-09 01:18:31,,0
75975,2,1,10,477,2017-11-07 16:22:50,,0
14737,64,1,10,459,2017-11-07 10:51:47,,0
67716,3,1,6,173,2017-11-07 09:39:14,,0
191830,12,1,35,178,2017-11-09 07:04:30,,0
175837,21,2,20,128,2017-11-07 02:20:23,,0
4439,14,1,13,349,2017-11-07 00:24:18,,0
58787,2,1,37,237,2017-11-09 04:41:26,,0
114054,14,1,13,379,2017-11-08 01:19:05,,0
8267,9,2,15,445,2017-11-09 13:10:40,,0
43798,15,1,13,140,2017-11-07 06:40:01,,0
114314,18,1,12,121,2017-11-07 12:09:11,,0
112589,3,1,13,280,2017-11-07 15:05:27,,0
64663,2,1,25,122,2017-11-08 11:02:24,,0
110727,3,1,13,280,2017-11-07 14:11:14,,0
59124,21,1,25,128,2017-11-07 13:25:17,,0
166524,12,1,13,259,2017-11-09 05:39:09,,0
53454,3,2,28,280,2017-11-08 12:54:37,,0
200149,12,1,20,259,2017-11-09 06:57:54,,0
79372,12,1,19,245,2017-11-09 02:58:26,,0
93372,12,1,18,265,2017-11-07 15:05:15,,0
191663,12,1,13,178,2017-11-09 10:50:26,,0
143413,3,1,13,130,2017-11-07 12:42:57,,0
84812,3,1,13,480,2017-11-08 22:47:13,,0
95111,1,1,2,349,2017-11-07 12:06:29,,0
45745,3,1,13,173,2017-11-07 01:14:42,,0
74894,17,1,13,280,2017-11-09 00:18:05,,0
64039,15,1,19,130,2017-11-07 11:04:59,,0
116041,13,1,13,400,2017-11-08 08:14:40,,0
137052,3,1,8,379,2017-11-07 06:25:53,,0
93054,12,1,8,326,2017-11-08 08:38:37,,0
82240,2,1,19,219,2017-11-07 07:35:41,,0
61900,64,1,19,459,2017-11-08 04:03:41,,0
92575,15,1,19,245,2017-11-07 17:59:46,,0
12974,2,1,37,435,2017-11-08 00:45:31,,0
111573,1,1,14,150,2017-11-08 03:13:49,,0
34789,18,1,19,107,2017-11-08 14:12:42,,0
40337,12,1,13,259,2017-11-08 08:51:57,,0
58404,2,1,6,477,2017-11-07 14:37:18,,0
84330,15,1,13,265,2017-11-08 03:14:39,,0
52961,12,1,22,140,2017-11-07 12:51:38,,0
97480,15,1,19,386,2017-11-08 03:09:52,,0
5184,3,1,22,280,2017-11-08 06:25:15,,0
55876,2,1,19,364,2017-11-09 02:57:08,,0
166206,3,1,18,137,2017-11-08 14:13:05,,0
119347,2,1,13,122,2017-11-09 04:08:51,,0
147957,12,2,4,145,2017-11-07 04:52:34,,0
40022,21,1,41,128,2017-11-09 06:51:05,,0
159181,3,1,3,480,2017-11-07 01:29:19,,0
85120,26,1,19,477,2017-11-09 14:07:19,,0
194286,9,1,19,120,2017-11-07 01:48:49,,0
91734,2,2,28,205,2017-11-07 20:11:17,,0
106000,12,1,19,178,2017-11-06 18:56:03,,0
45522,12,1,8,328,2017-11-08 03:10:20,,0
55117,3,1,19,135,2017-11-07 14:50:11,,0
91661,2,1,13,205,2017-11-08 10:54:49,,0
